物件名,販売価格,所在地,専有面積,間取り
ドゥ・トゥール　WEST,1億7500万円,東京都中央区晴海３-13-2,70.7m2（壁芯）,2LDK
プラウド銀座東レジデンス,1億7500万円,東京都中央区明石町,73.22m2,2LDK
HARUMI FLAG SUNVILLAGE T棟,1億7500万円,東京都中央区晴海５-5,74.12m2（壁芯）,3LDK
ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＥＡ　ＶＩＬＬＡＧＥ　Ｅ棟,1億7500万円,東京都中央区晴海５,85.73m2（壁芯）,2LDK+S（納戸）
シティタワー銀座東,1億7500万円,東京都中央区湊２,72.63m2（21.97坪）（壁芯）,2LDK
ドゥトゥール,1億7500万円,東京都中央区晴海３,70.98m2（21.47坪）（壁芯）,2LDK
ＭＩＤ　ＴＯＷＥＲ　ＧＲＡＮＤ,1億7700万円,東京都中央区月島１,65.02m2（壁芯）,2LDK
THE　TOKYO　TOWERS　MIDTOWER,1億7800万円,東京都中央区勝どき６,88.14m2（壁芯）,2LDK
ザ・パークハウス晴海タワーズティアロレジデンス,1億7800万円,東京都中央区晴海２,78.62m2（壁芯）,2LDK
ザ・パークハウス晴海タワーズクロノレジデンス,1億7900万円,東京都中央区晴海２,79.54m2（壁芯）,3LDK
ザ・バ－クハウス晴海タワ－ズクロノレジデンス,1億7900万円,東京都中央区晴海２,79.54m2（24.06坪）（壁芯）,3LDK
ドゥ・トゥール,1億7900万円,東京都中央区晴海３,70.98m2（壁芯）,2LDK
ザ・パークハウス晴海タワーズクロノレジデンス,1億7900万円,東京都中央区晴海２,79.54m2,3LDK
ドゥ・トゥール WEST棟,1億7950万円,東京都中央区晴海３-13-2,70.7m2（壁芯）,2LDK+S（納戸）
THE TOKYO TOWERS 東京タワーズSEA,1億7980万円,東京都中央区勝どき６-3-1,82.78m2（壁芯）,3LDK
ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＥＡ　ＶＩＬＬＡＧＥ　Ａ棟,1億7980万円,東京都中央区晴海５,90.67m2（壁芯）,3LDK
シティフロントタワー,1億8000万円,東京都中央区佃１,113.38m2（34.29坪）（壁芯）,1LDK
パークタワー晴海,1億8000万円,東京都中央区晴海２,72.86m2（壁芯）,3LDK
HARUMI FLAG SUNVILLAGE T棟,1億8000万円,東京都中央区晴海５-5,76.75m2（壁芯）,3LDK
ドゥ・トゥール　ＷＥＳＴ,1億8180万円,東京都中央区晴海３,70.7m2（21.38坪）（壁芯）,3LDK
パークタワー晴海,1億8500万円,東京都中央区晴海２,82.27m2（壁芯）,2LDK
パークタワー晴海　仲介手数料割引キャンペーン実施中♪,1億8500万円,東京都中央区晴海２,82.27m2（壁芯）,2LDK
パークタワー晴海,1億8500万円,東京都中央区晴海２,82.27m2,2LDK
パークタワー晴海,1億8500万円,東京都中央区晴海２,71.42m2（21.60坪）（壁芯）,3LDK
パークタワー晴海,1億8500万円,東京都中央区晴海２,82.27m2,2LDK
勝どきビュータワー,1億8500万円,東京都中央区勝どき１,67.04m2（20.27坪）（壁芯）,2LDK
パークタワー晴海,1億8500万円,東京都中央区晴海２,82.27m2（壁芯）,2LDK
ドゥ・トゥール　イースト,1億8500万円,東京都中央区晴海３,70.98m2（21.47坪）（壁芯）,2LDK
スカイライトタワー,1億8800万円,東京都中央区佃１,90m2（27.22坪）（壁芯）,2LDK
■パークタワー勝どきミッド～駅直結～■,1億8800万円,東京都中央区勝どき４,64m2（壁芯）,2LDK
パークタワー晴海,1億8800万円,東京都中央区晴海２-2-42,70.84m2（21.42坪）,3LDK
パークタワー勝どきミッド,1億8800万円,東京都中央区勝どき４,64m2（19.35坪）（壁芯）,2LDK
パークタワー晴海,1億8800万円,東京都中央区晴海２,70.84m2（21.42坪）（壁芯）,3LDK
プレミスト日本橋浜町公園,1億8800万円,東京都中央区日本橋浜町２,83.17m2（25.15坪）（壁芯）,3LDK
パークタワー晴海,1億8800万円,東京都中央区晴海２-2-42,70.84m2（21.42坪）（壁芯）,3LDK
HARUMI FLAG PARK VILLAGE T…,1億8800万円,東京都中央区晴海５-6,75.25m2（壁芯）,3LDK
ＴＨＥ　ＴＯＫＹＯ　ＴＯＷＥＲＳ　ＳＥＡ　ＴＯＷＥＲ,1億8800万円,東京都中央区勝どき６,84.06m2（25.42坪）（壁芯）,2LDK
晴海アイランドトリトンスクエアビュータワー,1億8898万円,東京都中央区晴海１,101.86m2（壁芯）,3LDK
HARUMI FLAG PARK VILLAGE A…,1億8980万円,東京都中央区晴海５,86.55m2（壁芯）,3LDK
勝どきザ・タワー,1億8980万円,東京都中央区勝どき５,81.2m2（壁芯）,3LDK
ＧＲＥＥＮ　ＰＡＲＫ　日本橋馬喰町,1億8980万円,東京都中央区日本橋馬喰町１,91.12m2（壁芯）,4LDK
勝どきザ・タワー,1億8980万円,東京都中央区勝どき５,81.2m2（24.56坪）（壁芯）,3LDK
スカイライトタワー,1億9400万円,東京都中央区佃１,92.82m2（28.07坪）（壁芯）,3LDK
Ｉ－ＭＡＲＫ　ＴＯＷＥＲ,1億9500万円,東京都中央区月島１,98.85m2（29.90坪）（壁芯）,2LDK
ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥ　Ｆ…,1億9700万円,東京都中央区晴海５,86.72m2（壁芯）,3LDK
ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥ　Ｆ…,1億9700万円,東京都中央区晴海５,86.72m2（26.23坪）（壁芯）,3LDK
ザ・パークハウス晴海タワーズ クロノレジデンス260…,1億9800万円,東京都中央区晴海２,72.95m2（22.06坪）（壁芯）,3LDK+S（納戸）
ザ・パークハウス晴海タワーズクロノレジデンス,1億9800万円,東京都中央区晴海２,72.95m2（22.06坪）（壁芯）,3LDK+S（納戸）
ザ・パークハウス晴海タワーズ　クロノレジデンス,1億9800万円,東京都中央区晴海２,72.95m2（22.06坪）（壁芯）,2LDK+S（納戸）
THE　TOKYO　TOWERS　MID TOWER,1億9800万円,東京都中央区勝どき６-3-2,90.38m2（壁芯）,3LDK
ザ・パークハウス晴海タワーズ　クロノレジデンス,1億9800万円,東京都中央区晴海２,72.95m2（22.06坪）（壁芯）,3LDK+S（納戸）
THE TOKYO TOWERS SEA TOWER,1億9800万円,東京都中央区勝どき６-3-1,90.27m2（壁芯）,3LDK
ザ・パークハウス晴海タワーズクロノレジデンス,1億9800万円,東京都中央区晴海２-3-30,72.95m2（22.06坪）（壁芯）,3LDK
ザ・パークハウス晴海タワーズ　クロノレジデンス,1億9800万円,東京都中央区晴海２-3‐30,72.95m2（壁芯）,3LDK+S（納戸）
ザ・パークハウス晴海タワーズ　クロノレジデンス,1億9800万円,東京都中央区晴海２,72.95m2（壁芯）,3LDK+S（納戸）
プラウド銀座一丁目,1億9800万円,東京都中央区銀座１-28-17,53.63m2（16.22坪）（壁芯）,2LDK
ザ・パークハウス晴海タワーズクロノレジデンス,1億9800万円,東京都中央区晴海２-3-30,72.95m2（壁芯）,3LDK+S（納戸）
プラウド銀座一丁目,1億9800万円,東京都中央区銀座１-28-17,53.63m2（16.22坪）（壁芯）,2LDK
THE TOKYO TOWERS MID TOWER,1億9800万円,東京都中央区勝どき６-3-2,90.38m2（27.33坪）（壁芯）,3LDK
ザ・パークハウス晴海タワーズ　クロノレジデンス,1億9800万円,東京都中央区晴海２,72.95m2（22.06坪）（壁芯）,3LDK+S（納戸）
ザ・パークハウス晴海タワーズ　クロノレジデンス,1億9800万円,東京都中央区晴海２,72.95m2（22.06坪）（壁芯）,3LDK+S（納戸）
ザパークハウス晴海タワーズクロノレジデンス,1億9800万円,東京都中央区晴海２-3-30,72.95m2（22.06坪）（壁芯）,4LDK
ザ・パークハウス晴海タワーズクロノレジデンス,1億9800万円,東京都中央区晴海２,72.95m2（22.06坪）（壁芯）,3LDK+S（納戸）
ザ・パークハウス晴海タワーズ　クロノレジデンス,1億9800万円,東京都中央区晴海２,72.95m2（壁芯）,3LDK+S（納戸）
ザ・パークハウス晴海タワーズ　クロノレジデンス,1億9800万円,東京都中央区晴海２,72.95m2,3LDK+S（納戸）
KACHIDOKI THE TOWER 勝どきザ・タ…,1億9800万円,東京都中央区勝どき５-3-1,79.84m2（壁芯）,3LDK
ザ・パークハウス晴海タワーズクロノレジデンス,1億9800万円,東京都中央区晴海２,72.95m2（22.06坪）（壁芯）,3LDK+S（納戸）
パークタワー晴海,1億9800万円,東京都中央区晴海２,82.05m2（壁芯）,3LDK
ＴＨＥ　ＴＯＫＹＯ　ＴＯＷＥＲＳ　ＳＥＡ　ＴＯＷＥＲ,1億9800万円,東京都中央区勝どき６,90.27m2（27.30坪）（壁芯）,3LDK
ザ・パークハウス晴海タワーズ　クロノレジデンス,1億9800万円,東京都中央区晴海２,72.95m2（22.06坪）（壁芯）,3LDK+S（納戸）
ザ・パークハウス晴海タワーズ　クロノレジデンス,1億9800万円,東京都中央区晴海２-３-３０,72.95m2（壁芯）,3LDK+S（納戸）
パークタワー勝どきサウス,1億9800万円,東京都中央区勝どき４,65.47m2（壁芯）,2LDK
ザ・パークハウス晴海タワーズ　クロノレジデンス,1億9800万円,東京都中央区晴海２,72.95m2（壁芯）,3LDK+S（納戸）
ザ・パークハウス晴海タワーズクロノレジデンス,1億9800万円,東京都中央区晴海２,72.95m2（22.06坪）（壁芯）,3LDK
勝どきザ・タワー,1億9900万円,東京都中央区勝どき５,70.01m2（壁芯）,2LDK
勝どきザ・タワー,1億9900万円,東京都中央区勝どき５,70.01m2（21.17坪）（壁芯）,2LDK
勝どきザ・タワー,1億9900万円,東京都中央区勝どき５,72.38m2（21.89坪）（壁芯）,3LDK
パークタワー晴海,1億9980万円,東京都中央区晴海２,78.67m2（壁芯）,3LDK
ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ａ棟,1億9980万円,東京都中央区晴海５,86.58m2（26.19坪）（壁芯）,3LDK
HARUMI FLAG SUNVILLAGE T棟,2億円,東京都中央区晴海５-5,79.53m2（壁芯）,3LDK
パークタワー勝どきミッド,2億800万円,東京都中央区勝どき４,64m2（19.35坪）（壁芯）,2LDK
パークタワー晴海,2億880万円,東京都中央区晴海２,81.64m2（24.69坪）（壁芯）,3LDK
パークタワー晴海,2億880万円,東京都中央区晴海２,81.64m2（壁芯）,3LDK
パークタワー晴海,2億880万円,東京都中央区晴海２,81.64m2（24.69坪）（壁芯）,3LDK
勝どきザ・タワー,2億980万円,東京都中央区勝どき５,77.55m2（23.45坪）（壁芯）,3LDK
パークタワー勝どきサウス,2億1000万円,東京都中央区勝どき４,72.46m2（21.91坪）（壁芯）,2LDK
ドゥ・トゥール　ウエスト,2億1000万円,東京都中央区晴海３,70.98m2（21.47坪）（壁芯）,2LDK
ブリリアザタワー東京八重洲アベニュー,2億1000万円,東京都中央区新川２,72.86m2（壁芯）,2LDK
ブリリアザ・タワー東京八重洲アベニュー（Brilli…,2億1200万円,東京都中央区新川２,69.12m2（20.90坪）（壁芯）,2LDK+S（納戸）
ブリリアザタワー東京八重洲アベニュー,2億1200万円,東京都中央区新川２,69.12m2（20.90坪）（壁芯）,2LDK
HARUMI FLAG SUNVILLAGE　T棟,2億1500万円,東京都中央区晴海５,86.15m2（壁芯）,3LDK
ＴＨＥ　ＴＯＫＹＯ　ＴＯＷＥＲＳ　ＳＥＡＴＯＷＥＲ,2億1500万円,東京都中央区勝どき６,86.86m2（26.27坪）（壁芯）,2LDK+S（納戸）
パークタワー晴海,2億1600万円,東京都中央区晴海２,77.61m2（壁芯）,2LDK
パークタワー勝どきサウス,2億1700万円,東京都中央区勝どき４-6-1,72.38m2（21.89坪）（壁芯）,2LDK
パークタワー勝どき ミッド,2億1700万円,東京都中央区勝どき４,64m2（壁芯）,2LDK
パークタワー勝どき ミッド,2億1700万円,東京都中央区勝どき４-6-2,64m2（壁芯）,2LDK
パークタワー勝どきサウス,2億1700万円,東京都中央区勝どき４,72.38m2（21.89坪）（壁芯）,2LDK
パークタワー勝どきミッド,2億1700万円,東京都中央区勝どき４,64m2（壁芯）,2LDK
ザ・パークハウス晴海タワーズ　クロノレジデンス,2億1800万円,東京都中央区晴海２,86.93m2（壁芯）,2LDK+S（納戸）
ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｃ棟,2億1800万円,東京都中央区晴海５,92.78m2（28.06坪）（壁芯）,3LDK
THE TOKYO TOWERS MID TOWER,2億1800万円,東京都中央区勝どき６,91.58m2（27.70坪）（壁芯）,3LDK+S（納戸）
パークタワー勝どきサウス,2億1800万円,東京都中央区勝どき４,72.46m2（21.91坪）（壁芯）,2LDK
【高層階】パークタワー勝どきサウス,2億1900万円,東京都中央区勝どき４,72.46m2（壁芯）,2LDK
THE TOKYO TOWERS SEA TOWER,2億1980万円,東京都中央区勝どき６,101.5m2（30.70坪）（壁芯）,3LDK+S（納戸）
ＨＡＲＵＭＩ　ＦＬＡＧ　SEA　ＶＩＬＬＡＧＥ B棟…,2億2000万円,東京都中央区晴海５,113.01m2（壁芯）,4LDK
パークタワー勝どきサウス,2億2800万円,東京都中央区勝どき４,74.45m2（22.52坪）（壁芯）,3LDK
パークタワー勝どきサウス,2億2800万円,東京都中央区勝どき４-6-1,72.38m2（壁芯）,3LDK+S（納戸）
パークタワー勝どきサウス　54階,2億2800万円,東京都中央区勝どき４-６－１,72.38m2（21.89坪）（壁芯）,3LDK
パークタワー勝どきサウス,2億2800万円,東京都中央区勝どき４,73.1m2（壁芯）,2LDK
パークタワー勝どきサウス,2億2800万円,東京都中央区勝どき４,72.38m2（21.89坪）（壁芯）,3LDK
スカイライトタワー,2億2800万円,東京都中央区佃１,107.75m2（32.59坪）（壁芯）,3LDK
パークタワー勝どきサウス,2億2800万円,東京都中央区勝どき４,74.45m2（壁芯）,3LDK
パークタワー晴海,2億2800万円,東京都中央区晴海２,81.64m2（壁芯）,2LDK
パークタワー勝どきサウス,2億2980万円,東京都中央区勝どき４,75.31m2（壁芯）,3LDK
パークタワー勝どきサウス,2億2980万円,東京都中央区勝どき４-6-1,75.31m2（22.78坪）（壁芯）,3LDK
パークタワー勝どきサウス,2億2999万円,東京都中央区勝どき４,77.61m2（23.47坪）（壁芯）,3LDK
ヴェルクレール勝どき,2億3000万円,東京都中央区勝どき２-15-3,99.76m2（壁芯）,3LDK+S（納戸）
パークタワー勝どきミッド,2億3000万円,東京都中央区勝どき４,68.87m2（20.83坪）（壁芯）,3LDK
パークタワー勝どきサウス,2億3300万円,東京都中央区勝どき４,72.38m2（21.89坪）,3LDK
パークタワー勝どきサウス,2億3400万円,東京都中央区勝どき４,77.58m2（23.46坪）（壁芯）,3LDK
パークタワー勝どき　サウス,2億3500万円,東京都中央区勝どき４,78.38m2（23.70坪）（壁芯）,2LDK
パークタワー勝どきミッド,2億3500万円,東京都中央区勝どき４,71.13m2（21.51坪）（壁芯）,3LDK
パークタワー勝どきサウス,2億3500万円,東京都中央区勝どき４,78.38m2（壁芯）,2LDK+S（納戸）
ドゥ・トゥール　ＥＡＳＴ,2億3500万円,東京都中央区晴海３,87.3m2（26.40坪）（壁芯）,3LDK
HARUMI　FLAG　SUN　VILLAGE　晴海…,2億3980万円,東京都中央区晴海５,106.57m2,4LDK
パークタワー晴海,2億4000万円,東京都中央区晴海２,78.59m2（23.77坪）（壁芯）,3LDK
キャピタルゲートプレイスザ・タワー,2億4000万円,東京都中央区月島１,83.43m2（25.23坪）（壁芯）,3LDK
パークタワー勝どきミッド,2億4500万円,東京都中央区勝どき４,69.66m2（21.07坪）（壁芯）,2LDK
パークタワー勝どきサウス,2億4800万円,東京都中央区勝どき４,74.43m2（壁芯）,2LDK
パークタワー勝どきサウス,2億4800万円,東京都中央区勝どき４,72.38m2,2LDK
パークタワー勝どきサウス,2億4800万円,東京都中央区勝どき４-6-1,75.31m2（22.78坪）（壁芯）,3LDK
パークタワー勝どきミッド,2億4800万円,東京都中央区勝どき４,75.98m2（22.98坪）（壁芯）,3LDK
パークタワー勝どきサウス,2億4800万円,東京都中央区勝どき４-6-1,75.31m2（22.78坪）（壁芯）,3LDK
パークタワー勝どきサウス,2億4800万円,東京都中央区勝どき４,72.38m2（21.89坪）（壁芯）,2LDK
パークタワー勝どきサウス,2億4800万円,東京都中央区勝どき４,74.43m2（壁芯）,2LDK
パークタワー勝どきサウス,2億4800万円,東京都中央区勝どき４,72.38m2（壁芯）,2LDK
パークタワー勝どきサウス,2億4800万円,東京都中央区勝どき４,72.38m2（21.89坪）（壁芯）,2LDK
パークタワー勝どきサウス,2億4800万円,東京都中央区勝どき４,72.38m2（21.89坪）（壁芯）,2LDK
キャピタルゲートプレイス,2億4800万円,東京都中央区月島１,72.29m2（壁芯）,3LDK
パークシティ中央湊ザタワー,2億4980万円,東京都中央区湊２,75.03m2（22.69坪）（壁芯）,3LDK
ファミール月島グランスイートタワー,2億4980万円,東京都中央区佃２,107.64m2（32.56坪）,3LDK
ＴＨＥ　ＴＯＫＹＯ　ＴＯＷＥＲＳ　ＭＩＤ　ＴＯＷＥＲ,2億5000万円,東京都中央区勝どき６-３‐２,91.58m2（壁芯）,3LDK
ＴＨＥ　ＴＯＫＹＯ　ＴＯＷＥＲＳ　ＭＩＤ　ＴＯＷＥＲ,2億5000万円,東京都中央区勝どき６-3-2,91.58m2（27.70坪）（壁芯）,2LDK+S（納戸）
プレミスト佃二丁目,2億5000万円,東京都中央区佃２,91.24m2（27.59坪）（壁芯）,3LDK
THE TOKYO TOWERS MID TOWER,2億5000万円,東京都中央区勝どき６,91.58m2（27.70坪）（壁芯）,2LDK+S（納戸）
THE TOKYO TOWERS MID,2億5000万円,東京都中央区勝どき６,91.58m2,2LDK+S（納戸）
ＴＨＥ　ＴＯＫＹＯ　ＴＯＷＥＲＳ　ＳＥＡ　ＴＯＷＥＲ,2億5000万円,東京都中央区勝どき６,91.27m2（27.60坪）（壁芯）,2LDK
ＴＨＥ　ＴＯＫＹＯ　ＴＯＷＥＲＳ　ＭＩＤ　ＴＯＷＥＲ,2億5000万円,東京都中央区勝どき６,91.58m2（壁芯）,2LDK+S（納戸）
ザ・東京タワーズミッドタワー,2億5000万円,東京都中央区勝どき６,91.58m2（壁芯）,2LDK+S（納戸）
THE TOKYO TOWERS MID TOWER,2億5000万円,東京都中央区勝どき６,91.58m2（27.70坪）（壁芯）,2LDK+S（納戸）
THE TOKYO TOWERS MID TOWER,2億5000万円,東京都中央区勝どき６,91.58m2（27.70坪）（壁芯）,2LDK+S（納戸）
パークタワー勝どきサウス,2億5800万円,東京都中央区勝どき４-６-1,74.45m2（22.52坪）（壁芯）,3LDK
パークタワー勝どきサウス,2億5800万円,東京都中央区勝どき４,74.45m2（22.52坪）（壁芯）,3LDK
パークタワー勝どきサウス,2億5800万円,東京都中央区勝どき４,74.45m2（壁芯）,3LDK
パークタワー勝どきサウス,2億5800万円,東京都中央区勝どき４-6-1,74.45m2（22.52坪）,2LDK
パークタワー勝どきサウス,2億5800万円,東京都中央区勝どき４,74.45m2（22.52坪）（壁芯）,3LDK
パークタワー勝どきサウス,2億5800万円,東京都中央区勝どき４,74.45m2（壁芯）,3LDK
パークタワー晴海,2億5800万円,東京都中央区晴海２,88.49m2（26.76坪）（壁芯）,3LDK
パークタワー勝どきサウス,2億5800万円,東京都中央区勝どき４,74.45m2（22.52坪）（壁芯）,3LDK
パークタワー勝どきサウス,2億6000万円,東京都中央区勝どき４,77.58m2（23.46坪）（壁芯）,2LDK
ＭＩＤ　ＴＯＷＥＲ　ＧＲＡＮＤ,2億6000万円,東京都中央区月島１,72.97m2（壁芯）,3LDK
パークタワー勝どきサウス,2億6480万円,東京都中央区勝どき４-6,77.58m2（壁芯）,3LDK
シティタワー銀座東,2億6580万円,東京都中央区湊２,82.32m2（24.90坪）（壁芯）,3LDK
ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＥＡ　ＶＩＬＬＡＧＥ　Ｃ棟,2億6800万円,東京都中央区晴海５,107.19m2（32.42坪）（壁芯）,4LDK
パークタワー勝どきミッド,2億6800万円,東京都中央区勝どき４-６－２,76.88m2（23.25坪）（壁芯）,2LDK
パークタワー晴海,2億6800万円,東京都中央区晴海２,82.85m2（壁芯）,3LDK
パークタワー勝どきミッド,2億6800万円,東京都中央区勝どき４,76.88m2（23.25坪）（壁芯）,2LDK
パークタワー勝どきミッド,2億6800万円,東京都中央区勝どき４,76.88m2（壁芯）,2LDK
Sタワー・内田洋行新川第２オフィス,2億7480万円,東京都中央区新川２,100.72m2（30.46坪）（登記）,3LDK
パークタワー晴海,2億7800万円,東京都中央区晴海２,78.59m2（23.77坪）（壁芯）,3LDK
パークタワー勝どきミッド,2億8500万円,東京都中央区勝どき４,81.42m2（24.62坪）（壁芯）,3LDK
ザ・パークハウス晴海タワーズ クロノレジデンス,2億8800万円,東京都中央区晴海２,102.83m2（壁芯）,3LDK
パークタワー勝どきサウス,2億8800万円,東京都中央区勝どき４,76.9m2（23.26坪）（壁芯）,2LDK+S（納戸）
パークタワー勝どきサウス,2億9800万円,東京都中央区勝どき４-６-1,87.05m2（26.33坪）（壁芯）,3LDK
パークタワー晴海,2億9800万円,東京都中央区晴海２,86.33m2,3LDK
パークタワー勝どきサウス,2億9800万円,東京都中央区勝どき４-6-1,87.05m2（26.33坪）（壁芯）,3LDK
パークタワー勝どきサウス,2億9800万円,東京都中央区勝どき４,87.05m2（壁芯）,3LDK
パークタワー勝どきサウス,2億9800万円,東京都中央区勝どき４,83.22m2（登記）,3LDK
DEUX TOURS CANAL & SPA WES…,2億9800万円,東京都中央区晴海３,100.9m2（登記）,3LDK
パークタワー勝どきサウス,2億9800万円,東京都中央区勝どき４,87.05m2,3LDK
パークタワー勝どきサウス,2億9800万円,東京都中央区勝どき４,87.05m2（26.33坪）（壁芯）,3LDK
キャピタルゲートプレイスザ・タワー,2億9800万円,東京都中央区月島１,80.96m2（壁芯）,2LDK
パークタワー勝どきサウス,2億9800万円,東京都中央区勝どき４,87.05m2（26.33坪）（壁芯）,3LDK
THE TOKYO TOWERS SEA TOWER,2億9900万円,東京都中央区勝どき６,125.32m2（37.90坪）（壁芯）,2LDK+S（納戸）
パークタワー勝どきサウス,3億円,東京都中央区勝どき４,93.79m2（28.37坪）（壁芯）,4LDK
パークタワー勝どきサウス,3億円,東京都中央区勝どき４,93.79m2（壁芯）,4LDK
パークタワー勝どきサウス,3億円,東京都中央区勝どき４,93.79m2（壁芯）,4LDK
パークタワー勝どきサウス,3億円,東京都中央区勝どき４-6-1,72.38m2（壁芯）,2LDK+S（納戸）
パークタワー勝どきサウス,3億1800万円,東京都中央区勝どき４,90.6m2（27.40坪）（壁芯）,2LDK
パークタワー勝どきサウス,3億1800万円,東京都中央区勝どき４,90.6m2（壁芯）,2LDK
パークタワー勝どきサウス,3億1800万円,東京都中央区勝どき４-6,90.6m2（壁芯）,2LDK+S（納戸）
パークシティ中央湊ザ・タワー,3億2800万円,東京都中央区湊２,77.03m2（壁芯）,3LDK
パークタワー勝どきサウス,3億2800万円,東京都中央区勝どき４,93.79m2（28.37坪）（壁芯）,4LDK
THE TOKYO TOWERS SEATOWER〔…,3億2900万円,東京都中央区勝どき６,125.32m2（壁芯）,3LDK
THE TOKYO TOWERS MID TOWER,3億3900万円,東京都中央区勝どき６-3-2,120.17m2（壁芯）,2LDK
MID TOWER GRAND,3億4000万円,東京都中央区月島１-22-1,80.32m2（24.29坪）（壁芯）,2LDK
ＭＩＤ　ＴＯＷＥＲ　ＧＲＡＮＤ,3億4000万円,東京都中央区月島１,80.32m2（壁芯）,2LDK
MID TOWER GRAND,3億4000万円,東京都中央区月島１,80.32m2,3LDK
パークタワー勝どきミッド,3億5000万円,東京都中央区勝どき４-6-2,102.53m2（31.01坪）（壁芯）,3LDK
パークタワー勝どきミッド,3億6500万円,東京都中央区勝どき４,101.16m2（壁芯）,3LDK
パークタワー勝どきミッド,3億6800万円,東京都中央区勝どき４,94.52m2（壁芯）,3LDK
パークタワー勝どきミッド,3億8000万円,東京都中央区勝どき４,102.21m2（30.91坪）（壁芯）,2LDK
パークタワー勝どきサウス,3億8000万円,東京都中央区勝どき４,106.76m2（壁芯）,3LDK
パークタワー勝どきサウス,3億9800万円,東京都中央区勝どき４,93.01m2（壁芯）,2LDK
ザ・パークハウス晴海タワーズ　ティアロレジデンス,3億9800万円,東京都中央区晴海２,105.64m2（壁芯）,2LDK+S（納戸）
パークタワー勝どきミッド,3億9800万円,東京都中央区勝どき４,94.52m2,3LDK
パークタワー勝どきミッド,4億800万円,東京都中央区勝どき４,102.21m2（壁芯）,3LDK
ＣＡＰＩＴＡＬ　ＧＡＴＥ　ＰＬＡＣＥ　ＴＨＥ　ＴＯＷ…,4億3980万円,東京都中央区月島１,85.21m2（25.77坪）（壁芯）,2LDK
CAPITAL GATE PLACE THE TOW…,4億3980万円,東京都中央区月島１-５－１,85.21m2（25.77坪）（壁芯）,2LDK
ドゥ・トゥールウエスト,6億3000万円,東京都中央区晴海３,220.66m2（壁芯）,5LDK
ニューハウス浜町,2980万円,東京都中央区日本橋浜町３,44.42m2（壁芯）,2LDK
ライオンズマンション日本橋第二,4990万円,東京都中央区日本橋蛎殻町１,42.51m2（壁芯）,1LDK
